"waze_alerts.starttime","waze_alerts.endtime","waze_alerts.city","waze_alerts.confidence","waze_alerts.country","waze_alerts.location_x","waze_alerts.location_y","waze_alerts.magvar","waze_alerts.pubmillis","waze_alerts.reliability","waze_alerts.reportrating","waze_alerts.roadtype","waze_alerts.street","waze_alerts.subtype","waze_alerts.type","waze_alerts.uuid","waze_alerts.date_id","waze_alerts.ppn_dttm","line_x","line_y","pubmillis","jarak","Waktu","weekday","hour","cluster"
"2017-10-01 06:41:00:000","2017-10-01 06:42:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","5","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:42:00:000","2017-10-01 06:43:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","5","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:47:00:000","2017-10-01 06:48:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:53:00:000","2017-10-01 06:54:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:43:00:000","2017-10-01 06:44:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","5","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:54:00:000","2017-10-01 06:55:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:48:00:000","2017-10-01 06:49:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:44:00:000","2017-10-01 06:45:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:59:00:000","2017-10-01 07:00:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:55:00:000","2017-10-01 06:56:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:49:00:000","2017-10-01 06:50:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 07:00:00:000","2017-10-01 07:01:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:50:00:000","2017-10-01 06:51:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:45:00:000","2017-10-01 06:46:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:56:00:000","2017-10-01 06:57:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:51:00:000","2017-10-01 06:52:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:46:00:000","2017-10-01 06:47:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 07:01:00:000","2017-10-01 07:02:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:57:00:000","2017-10-01 06:58:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:52:00:000","2017-10-01 06:53:00:000","Jakarta Pusat","0","ID","106.815272","-6.189278","7","1506840234763","6","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-01 06:58:00:000","2017-10-01 06:59:00:000","Jakarta Pusat","1","ID","106.815272","-6.189278","7","1506840234763","7","1","7","Underpass Tanah Abang","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","338f959b-ac62-3c92-a11e-da98f0565e44","20171001","20171001",106.815272,-6.189278,1506840234763,201.588086152709,2017-10-01 13:43:54,"Sun",13,0
"2017-10-03 05:37:00:000","2017-10-03 05:38:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","5","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:45:00:000","2017-10-03 05:46:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:40:00:000","2017-10-03 05:41:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:41:00:000","2017-10-03 05:42:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:46:00:000","2017-10-03 05:47:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:35:00:000","2017-10-03 05:36:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","5","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:38:00:000","2017-10-03 05:39:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:42:00:000","2017-10-03 05:43:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:36:00:000","2017-10-03 05:37:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","5","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:39:00:000","2017-10-03 05:40:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:43:00:000","2017-10-03 05:44:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-03 05:44:00:000","2017-10-03 05:45:00:000","Jakarta Pusat","0","ID","106.823107","-6.190278","179","1507009081811","6","1","7","MH Thamrin","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","177b2135-535b-36f8-bc02-e1ce0efdc619","20171003","20171003",106.823107,-6.190278,1507009081811,993.494114793345,2017-10-03 12:38:01,"Tues",12,0
"2017-10-05 12:55:00:000","2017-10-05 12:56:00:000","Jakarta Pusat","0","ID","106.809882","-6.185459","233","1507208262179","6","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 12:58:00:000","2017-10-05 12:59:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","7","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:00:00:000","2017-10-05 13:01:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","7","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:06:00:000","2017-10-05 13:07:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","9","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:04:00:000","2017-10-05 13:05:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","8","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 12:54:00:000","2017-10-05 12:55:00:000","Jakarta Pusat","0","ID","106.809882","-6.185459","233","1507208262179","5","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 12:57:00:000","2017-10-05 12:58:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","7","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:02:00:000","2017-10-05 13:03:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","8","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 12:56:00:000","2017-10-05 12:57:00:000","Jakarta Pusat","0","ID","106.809882","-6.185459","233","1507208262179","6","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 12:59:00:000","2017-10-05 13:00:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","7","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:07:00:000","2017-10-05 13:08:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:01:00:000","2017-10-05 13:02:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","7","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:11:00:000","2017-10-05 13:12:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:05:00:000","2017-10-05 13:06:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","9","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:09:00:000","2017-10-05 13:10:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:03:00:000","2017-10-05 13:04:00:000","Jakarta Pusat","1","ID","106.809882","-6.185459","233","1507208262179","8","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:15:00:000","2017-10-05 13:16:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:13:00:000","2017-10-05 13:14:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:08:00:000","2017-10-05 13:09:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:12:00:000","2017-10-05 13:13:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:10:00:000","2017-10-05 13:11:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:22:00:000","2017-10-05 13:23:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:24:00:000","2017-10-05 13:25:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:20:00:000","2017-10-05 13:21:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:16:00:000","2017-10-05 13:17:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:18:00:000","2017-10-05 13:19:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:14:00:000","2017-10-05 13:15:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:29:00:000","2017-10-05 13:30:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:29:00:000","2017-10-05 13:30:00:000","Jakarta Pusat","4","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:27:00:000","2017-10-05 13:28:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:23:00:000","2017-10-05 13:24:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:19:00:000","2017-10-05 13:20:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:25:00:000","2017-10-05 13:26:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:31:00:000","2017-10-05 13:32:00:000","Jakarta Pusat","4","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:21:00:000","2017-10-05 13:22:00:000","Jakarta Pusat","3","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:17:00:000","2017-10-05 13:18:00:000","Jakarta Pusat","2","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
"2017-10-05 13:30:00:000","2017-10-05 13:31:00:000","Jakarta Pusat","4","ID","106.809882","-6.185459","233","1507208262179","10","2","7","Flyover Jatibaru","HAZARD_ON_ROAD_POT_HOLE","WEATHERHAZARD","48a8e016-a2ae-36b0-a168-0385a12fc100","20171005","20171005",106.809882,-6.185459,1507208262179,567.303714102675,2017-10-05 19:57:42,"Thurs",19,0
