"x","y","value"
106.806296632813,-6.19652921875,-6.10942067990678e-09
106.806296632813,-6.19638965625,-1.69940207418096e-08
106.806296632813,-6.19625009375,-3.75694260201163e-09
106.806296632813,-6.19611053125,-2.86159646788736e-09
106.806296632813,-6.19597096875,-1.67131278369863e-08
106.806296632813,-6.19583140625,-6.32009035852424e-10
106.806296632813,-6.19569184375,1.82580388135145e-09
106.806296632813,-6.19555228125,-1.13059394191378e-08
106.806296632813,-6.19541271875,-1.23592878122252e-08
106.806296632813,-6.19527315625,-7.58410843022909e-09
106.806296632813,-6.19513359375,8.42678714469899e-09
106.806296632813,-6.19499403125,3.93250066752619e-09
106.806296632813,-6.19485446875,5.89875100128929e-09
106.806296632813,-6.19471490625,-4.63473292958444e-09
106.806296632813,-6.19457534375,7.02232262058249e-09
106.806296632813,-6.19443578125,2.5280361434097e-09
106.806296632813,-6.19429621875,1.57300026701048e-08
106.806296632813,-6.19415665625,-5.61785809646599e-10
106.806296632813,-6.19401709375,-1.6853574289398e-09
106.806296632813,-6.19387753125,-5.05607228681939e-09
106.806296632813,-6.19373796875,1.33424129791067e-08
106.806296632813,-6.19359840625,1.10601581274174e-08
106.806296632813,-6.19345884374999,1.48873239556349e-08
106.806296632813,-6.19331928124999,-3.16004517926212e-09
106.806296632813,-6.19317971874999,-9.40991231158053e-09
106.806296632813,-6.19304015624999,-3.41284879360309e-08
106.806296632813,-6.19290059374999,-2.94937550064464e-09
106.806296632813,-6.19276103124999,1.53788865390757e-08
106.806296632813,-6.19262146874999,9.83125166881548e-09
106.806296632813,-6.19248190624999,9.00612876089704e-09
106.806296632813,-6.19234234374999,3.93250066752619e-09
106.806296632813,-6.19220278124999,1.10952697405203e-08
106.806296632813,-6.19206321874999,3.79205421511454e-09
106.806296632813,-6.19192365624999,1.50979936342524e-08
106.806296632813,-6.19178409374999,4.16423731400542e-08
106.806296632813,-6.19164453124999,-1.39041987887533e-08
106.806296632813,-6.19150496874999,-3.39880414836192e-08
106.806296632813,-6.19136540624999,3.74289795677047e-08
106.806296632813,-6.19122584374999,3.9735812548566e-07
106.806296632813,-6.19108628124999,211886753.764317
106.806296632813,-6.19094671874999,264858442.205396
106.806296632813,-6.19080715624999,2.01063141272518e-06
106.806296632813,-6.19066759374999,3.04993516057139e-06
106.806296632813,-6.19052803124999,7.37624768065985e-07
106.806296632813,-6.19038846874999,1.51625990023617e-06
106.806296632813,-6.19024890624999,-3.08982195305630e-09
106.806296632813,-6.19010934374999,-1.6853574289398e-09
106.806296632813,-6.18996978124999,-3.20217911498562e-08
106.806296632813,-6.18983021874999,3.37071485787959e-09
106.806296632813,-6.18969065624999,4.49428647717279e-09
106.806296632813,-6.18955109374999,2.5280361434097e-09
106.806296632813,-6.18941153124999,1.39041987887533e-08
106.806296632813,-6.18927196874999,-5.61785809646599e-09
106.806296632813,-6.18913240624999,-1.60811188011339e-08
106.806296632813,-6.18899284374999,-1.65726813845747e-08
106.806296632813,-6.18885328124999,-2.35950040051572e-08
106.806296632813,-6.18871371874999,-2.83701833871533e-08
106.806296632813,-6.18857415624999,-2.2471432385864e-09
106.806296632813,-6.18843459374999,-2.2471432385864e-08
106.806296632813,-6.18829503124999,-2.2471432385864e-09
106.806296632813,-6.18815546874999,6.74142971575919e-09
106.806296632813,-6.18801590624999,-5.89875100128929e-09
106.806296632813,-6.18787634374999,8.21611746608152e-09
106.806296632813,-6.18773678124998,-5.61785809646599e-09
106.806296632813,-6.18759721874998,3.08982195305630e-09
106.806296632813,-6.18745765624998,-8.7427916626252e-09
106.806296632813,-6.18731809374998,-8.07567101366986e-09
106.806296632813,-6.18717853124998,-1.79771459086912e-08
106.806296632813,-6.18703896874998,0
106.806296632813,-6.18689940624998,-1.15166090977553e-08
106.806296632813,-6.18675984374998,-1.06037071570796e-08
106.806296632813,-6.18662028124998,7.23299229919996e-09
106.806296632813,-6.18648071874998,-6.46053681093589e-09
106.806296632813,-6.18634115624998,-4.91562583440774e-09
106.806296632813,-6.18620159374998,3.51116131029124e-09
106.806296632813,-6.18606203124998,-1.6853574289398e-09
106.806296632813,-6.18592246874998,-1.15166090977553e-08
106.806296632813,-6.18578290624998,6.17964390611259e-09
106.806296632813,-6.18564334374998,-5.61785809646599e-09
106.806296632813,-6.18550378124998,-9.76102844260966e-09
106.806296632813,-6.18536421874998,5.61785809646599e-09
106.806296632813,-6.18522465624998,-1.1235716192932e-08
106.806296632813,-6.18508509374998,1.46064310508116e-08
106.806296632813,-6.18494553124998,1.57300026701048e-08
106.806296632813,-6.18480596874998,-2.2471432385864e-09
106.806296632813,-6.18466640624998,6.17964390611259e-09
106.806296632813,-6.18452684374998,1.6853574289398e-08
106.806296632813,-6.18438728124998,-8.00544778746403e-09
106.806296632813,-6.18424771874998,-7.02232262058249e-09
106.806296632813,-6.18410815624998,7.86500133505239e-09
106.806296632813,-6.18396859374998,9.55035876399218e-09
106.806296632813,-6.18382903124998,-1.60108955749281e-08
106.806296632813,-6.18368946874998,-7.79477810884656e-09
106.806296632813,-6.18354990624998,-1.07441536094912e-08
106.806296632813,-6.18341034374998,-1.55193329914873e-08
106.806296632813,-6.18327078124998,8.42678714469899e-10
106.806296632813,-6.18313121874998,0
106.806296632813,-6.18299165624998,-5.05607228681939e-09
106.806296632813,-6.18285209374998,-5.33696519164269e-09
106.806296632813,-6.18271253124998,-8.42678714469899e-09
106.806296632813,-6.18257296874998,-1.01121445736388e-08
106.806296632813,-6.18243340624998,7.44366197781744e-09
106.806296632813,-6.18229384374998,6.74142971575919e-09
106.806296632813,-6.18215428124998,1.9662503337631e-09
